Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
17:30:00,Thursday,18-30,Male,Junior high school,Owner,2-5yr,Automobile,Owner,5,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Female,Over 51,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No priority to pedestrian
13:40:00,Friday,31-50,Male,High school,Employee,2-5yr,Public (12 seats),Organization,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
13:15:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle
18:30:00,Sunday,Over 51,Male,Elementary school,Employee,1-2yr,Other,Governmental,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Entering a junction,Driver or rider,Male,5,3,Self-employed,Normal,Not a Pedestrian,No distancing
21:55:00,Saturday,18-30,Female,High school,Owner,Above 10yr,Other,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs
12:51:00,Thursday,31-50,Male,Junior high school,Owner,5-10yr,Long lorry,Owner,No defect,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
8:40:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
23:30:00,Friday,18-30,Male,Above high school,Employee,5-10yr,Pick up upto 10Q,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
9:34:00,Wednesday,Unknown,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward
4:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,4,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly
20:00:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking
16:00:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving to the left
10:05:00,Wednesday,31-50,Male,High school,Owner,2-5yr,Public (12 seats),Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Stopping,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian
18:49:00,Tuesday,18-30,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,O Shape,Gravel roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
15:15:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,3,2,Moving Backward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
22:10:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,No defect,Other,One way,Escarpments,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian
0:25:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Public (12 seats),Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,No priority to pedestrian
17:27:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect, Church areas,other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward
19:00:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,No defect, Hospital areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left
13:00:00,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
6:10:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward
5:55:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,No defect,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
18:20:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Turnover,Pedestrian,Female,Over 51,3,Employee,Normal,Crossing from driver's nearside,Moving Backward
15:20:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Unknown,Driver or rider,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle
6:00:00,Sunday,Unknown,Female,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right
19:56:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Taxi,Owner,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Turnover
21:30:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Long lorry,Owner,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Getting off,Driver or rider,Male,Under 18,3,Other,Normal,Not a Pedestrian,Overtaking
13:43:00,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Automobile,Owner,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Passenger,Female,Over 51,2,Driver,Normal,Not a Pedestrian,No distancing
20:46:00,Saturday,18-30,Male,Elementary school,Employee,Below 1yr,Other,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian
7:00:00,Saturday,Unknown,Female,Junior high school,Employee,Below 1yr,Stationwagen,Owner,No defect,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Overtaking,Pedestrian,Female,18-30,1,Driver,Normal,Unknown or other,No priority to pedestrian
12:04:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward
6:00:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
11:15:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Entering a junction,na,na,na,na,Employee,Normal,Not a Pedestrian,Overtaking
15:10:00,Wednesday,Over 51,Male,Junior high school,Owner,5-10yr,Public (12 seats),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle
16:15:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
14:00:00,Saturday,18-30,Male,Elementary school,Owner,Below 1yr,Pick up upto 10Q,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian
17:28:00,Monday,Unknown,Female,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,No defect,Office areas,other,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other
2:31:00,Sunday,Unknown,Male,Elementary school,Employee,5-10yr,Other,Owner,No defect,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,5,Going straight,Driver or rider,Female,31-50,3,Unemployed,Normal,Not a Pedestrian,Moving Backward
8:00:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Pedestrian,Female,18-30,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left
17:10:00,Tuesday,31-50,Male,Elementary school,Employee,Above 10yr,Other,Owner,No defect, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left
8:54:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Pedestrian,Male,Over 51,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing
7:43:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,18-30,2,Driver,Normal,Not a Pedestrian,No distancing
14:51:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Other,Organization,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right
18:00:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward
9:20:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking
16:15:00,Sunday,31-50,Male,High school,Owner,2-5yr,Stationwagen,Owner,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Rollover,1,1,Other,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
19:52:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Female,5,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing
7:25:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
22:54:00,Saturday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,1,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
21:45:00,Wednesday,31-50,Male,Elementary school,Owner,1-2yr,Lorry (41?100Q),Owner,No defect, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle
17:35:00,Wednesday,Over 51,Male,Junior high school,Employee,Above 10yr,Other,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly
